Date, Close,,,,,,
01/07/1991,26/11/1906,,,,,,
01/16/91,12/11/1906,,,,,,
01/25/91,12/04/1907,,,,,,
02/05/1991,19/08/1907,,,,,,
02/14/91,16/11/1907,,,,,,
02/26/91,03/11/1907,,,,,,
03/07/1991,10/02/1908,,,,,,
03/18/91,07/01/1908,,,,,,
03/27/91,26/12/1907,,,,,,
04/08/1991,27/12/1907,,,,,,
04/17/91,22/03/1908,,,,,,
04/26/91,21/12/1907,,,,,,
05/07/1991,26/12/1907,,,,,,
05/16/91,03/12/1907,,,,,,
05/28/91,05/02/1908,,,,,,
06/06/1991,12/03/1908,,,,,,
06/17/91,11/03/1908,,,,,,
06/26/91,22/12/1907,,,,,,
07/08/1991,08/02/1908,,,,,,
07/17/91,25/02/1908,,,,,,
07/26/91,19/02/1908,,,,,,
08/06/1991,14/04/1908,,,,,,
08/15/91,16/03/1908,,,,,,
08/26/91,26/04/1908,,,,,,
09/05/1991,26/03/1908,,,,,,
09/16/91,02/04/1908,,,,,,
09/25/91,08/04/1908,,,,,,
10/04/1991,08/02/1908,,,,,,
10/15/91,28/04/1908,,,,,,
10/24/91,03/04/1908,,,,,,
11/04/1991,02/05/1908,,,,,,
11/13/91,22/05/1908,,,,,,
11/22/91,11/12/1907,,,,,,
12/04/1991,20/12/1907,,,,,,
12/13/91,23/12/1907,,,,,,
12/24/91,07/05/1908,,,,,,
01/06/1992,04/10/1908,,,,,,
01/15/92,01/12/1908,,,,,,
01/24/92,05/11/1908,,,,,,
02/04/1992,15/12/1908,,,,,,
02/13/92,19/11/1908,,,,,,
02/25/92,30/11/1908,,,,,,
03/05/1992,14/11/1908,,,,,,
03/16/92,09/11/1908,,,,,,
03/25/92,02/12/1908,,,,,,
04/03/1992,22/11/1908,,,,,,
04/14/92,18/01/1909,,,,,,
04/24/92,05/02/1909,,,,,,
05/05/1992,12/03/1909,,,,,,
05/14/92,21/03/1909,,,,,,
05/26/92,17/03/1909,,,,,,
06/04/1992,21/04/1909,,,,,,
06/15/92,07/03/1909,,,,,,
06/24/92,02/01/1909,,,,,,
07/06/1992,20/02/1909,,,,,,
07/15/92,26/02/1909,,,,,,
07/24/92,28/12/1908,,,,,,
08/04/1992,06/04/1909,,,,,,
08/13/92,25/01/1909,,,,,,
08/24/92,01/11/1908,,,,,,
09/02/1992,02/01/1909,,,,,,
09/14/92,29/03/1909,,,,,,
09/23/92,21/12/1908,,,,,,
10/02/1992,04/10/1908,,,,,,
10/13/92,05/10/1908,,,,,,
10/22/92,04/10/1908,,,,,,
11/02/1992,05/12/1908,,,,,,
11/11/1992,13/11/1908,,,,,,
11/20/92,31/10/1908,,,,,,
12/02/1992,29/12/1908,,,,,,
12/11/1992,16/01/1909,,,,,,
12/22/92,02/02/1909,,,,,,
01/04/1993,21/01/1909,,,,,,
01/13/93,06/12/1908,,,,,,
01/22/93,29/11/1908,,,,,,
02/02/1993,09/02/1909,,,,,,
02/11/1993,14/05/1909,,,,,,
02/23/93,04/02/1909,,,,,,
03/04/1993,20/04/1909,,,,,,
03/15/93,03/06/1909,,,,,,
03/24/93,06/06/1909,,,,,,
04/02/1993,23/03/1909,,,,,,
04/14/93,16/06/1909,,,,,,
04/23/93,05/05/1909,,,,,,
05/04/1993,07/06/1909,,,,,,
05/13/93,08/06/1909,,,,,,
05/24/93,07/08/1909,,,,,,
06/03/1993,13/09/1909,,,,,,
06/14/93,14/08/1909,,,,,,
06/23/93,27/06/1909,,,,,,
07/02/1993,14/07/1909,,,,,,
07/14/93,11/09/1909,,,,,,
07/23/93,15/09/1909,,,,,,
08/03/1993,30/09/1909,,,,,,
08/12/1993,08/10/1909,,,,,,
08/23/93,13/11/1909,,,,,,
09/01/1993,23/12/1909,,,,,,
09/13/93,12/12/1909,,,,,,
09/22/93,16/09/1909,,,,,,
10/01/1993,20/10/1909,,,,,,
10/12/1993,01/11/1909,,,,,,
10/21/93,14/12/1909,,,,,,
11/01/1993,08/02/1910,,,,,,
11/10/1993,10/01/1910,,,,,,
11/19/93,10/02/1910,,,,,,
12/01/1993,13/02/1910,,,,,,
12/10/1993,28/03/1910,,,,,,
12/21/93,02/04/1910,,,,,,
12/31/93,11/04/1910,,,,,,
01/11/1994,16/07/1910,,,,,,
01/20/94,26/08/1910,,,,,,
01/31/94,21/11/1910,,,,,,
02/09/1994,05/10/1910,,,,,,
02/18/94,22/08/1910,,,,,,
03/02/1994,27/06/1910,,,,,,
03/11/1994,28/07/1910,,,,,,
03/22/94,28/07/1910,,,,,,
03/31/94,13/12/1909,,,,,,
04/12/1994,28/01/1910,,,,,,
04/21/94,30/12/1909,,,,,,
05/03/1994,02/03/1910,,,,,,
05/12/1994,30/12/1909,,,,,,
05/23/94,30/03/1910,,,,,,
06/02/1994,15/04/1910,,,,,,
06/13/94,10/05/1910,,,,,,
06/22/94,12/03/1910,,,,,,
07/01/1994,24/12/1909,,,,,,
07/13/94,20/02/1910,,,,,,
07/22/94,23/03/1910,,,,,,
08/02/1994,23/05/1910,,,,,,
08/11/1994,07/04/1910,,,,,,
08/22/94,08/04/1910,,,,,,
08/31/94,17/09/1910,,,,,,
09/12/1994,26/07/1910,,,,,,
09/21/94,17/07/1910,,,,,,
09/30/94,09/07/1910,,,,,,
10/11/1994,11/08/1910,,,,,,
10/20/94,15/09/1910,,,,,,
10/31/94,12/09/1910,,,,,,
11/09/1994,27/06/1910,,,,,,
11/18/94,11/06/1910,,,,,,
11/30/94,27/03/1910,,,,,,
12/09/1994,07/02/1910,,,,,,
12/20/94,24/04/1910,,,,,,
12/30/94,30/06/1910,,,,,,
01/11/1995,28/07/1910,,,,,,
01/20/95,04/08/1910,,,,,,
01/31/95,09/07/1910,,,,,,
02/09/1995,06/10/1910,,,,,,
02/21/95,06/11/1910,,,,,,
03/02/1995,22/11/1910,,,,,,
03/13/95,07/01/1911,,,,,,
03/22/95,05/03/1911,,,,,,
03/31/95,19/05/1911,,,,,,
04/11/1995,18/06/1911,,,,,,
04/21/95,09/09/1911,,,,,,
05/02/1995,06/11/1911,,,,,,
05/11/1995,28/01/1912,,,,,,
05/22/95,12/01/1912,,,,,,
06/01/1995,29/03/1912,,,,,,
06/12/1995,03/03/1912,,,,,,
06/21/95,12/06/1912,,,,,,
06/30/95,21/06/1912,,,,,,
07/12/1995,09/12/1912,,,,,,
07/21/95,14/09/1912,,,,,,
08/01/1995,12/11/1912,,,,,,
08/10/1995,16/09/1912,,,,,,
08/21/95,18/08/1912,,,,,,
08/30/95,08/08/1912,,,,,,
09/11/1995,16/11/1912,,,,,,
09/20/95,12/02/1913,,,,,,
09/29/95,09/02/1913,,,,,,
10/10/1995,02/12/1912,,,,,,
10/19/95,22/02/1913,,,,,,
10/30/95,07/01/1913,,,,,,
11/08/1995,13/04/1913,,,,,,
11/17/95,28/08/1913,,,,,,
11/29/95,22/12/1913,,,,,,
12/08/1995,11/02/1914,,,,,,
12/19/95,26/12/1913,,,,,,
12/29/95,03/01/1914,,,,,,
01/10/1996,10/10/1913,,,,,,
01/19/96,11/03/1914,,,,,,
01/30/96,24/09/1914,,,,,,
02/08/1996,01/03/1915,,,,,,
02/20/96,10/12/1914,,,,,,
02/29/96,06/01/1915,,,,,,
03/11/1996,12/04/1915,,,,,,
03/20/96,25/06/1915,,,,,,
03/29/96,18/04/1915,,,,,,
04/10/1996,06/01/1915,,,,,,
04/19/96,25/02/1915,,,,,,
04/30/96,31/03/1915,,,,,,
05/09/1996,27/12/1914,,,,,,
05/20/96,26/09/1915,,,,,,
05/30/96,02/08/1915,,,,,,
06/10/1996,27/07/1915,,,,,,
06/19/96,18/06/1915,,,,,,
06/28/96,24/06/1915,,,,,,
07/10/1996,04/05/1915,,,,,,
07/19/96,08/11/1914,,,,,,
07/30/96,02/01/1915,,,,,,
08/08/1996,22/08/1915,,,,,,
08/19/96,08/08/1915,,,,,,
08/28/96,21/08/1915,,,,,,
09/09/1996,11/09/1915,,,,,,
09/18/96,02/02/1916,,,,,,
09/27/96,28/01/1916,,,,,,
10/08/1996,01/05/1916,,,,,,
10/17/96,02/08/1916,,,,,,
10/28/96,07/05/1916,,,,,,
11/06/1996,28/11/1916,,,,,,
11/15/96,18/05/1917,,,,,,
11/26/96,14/11/1917,,,,,,
12/06/1996,20/06/1917,,,,,,
12/17/96,08/04/1917,,,,,,
12/27/96,16/12/1917,,,,,,
01/08/1997,05/12/1917,,,,,,
01/17/97,15/09/1918,,,,,,
01/28/97,22/03/1918,,,,,,
02/06/1997,17/07/1918,,,,,,
02/18/97,07/05/1919,,,,,,
02/27/97,16/12/1918,,,,,,
03/10/1997,19/05/1919,,,,,,
03/19/97,29/10/1918,,,,,,
03/31/97,08/01/1918,,,,,,
04/09/1997,19/12/1917,,,,,,
04/18/97,08/05/1918,,,,,,
04/29/97,22/01/1919,,,,,,
05/08/1997,15/07/1919,,,,,,
05/19/97,15/10/1919,,,,,,
05/29/97,25/01/1920,,,,,,
06/09/1997,21/06/1920,,,,,,
06/18/97,16/02/1921,,,,,,
06/27/97,16/01/1921,,,,,,
07/09/1997,20/06/1921,,,,,,
07/18/97,07/08/1921,,,,,,
07/29/97,18/05/1922,,,,,,
08/07/1997,01/06/1922,,,,,,
08/18/97,12/05/1921,,,,,,
08/27/97,26/04/1921,,,,,,
09/08/1997,13/06/1921,,,,,,
09/17/97,03/08/1921,,,,,,
09/26/97,08/09/1921,,,,,,
10/07/1997,22/05/1922,,,,,,
10/16/97,24/09/1921,,,,,,
10/27/97,09/08/1919,,,,,,
11/05/1997,21/01/1921,,,,,,
11/14/97,23/09/1920,,,,,,
11/25/97,17/05/1921,,,,,,
12/05/1997,23/04/1922,,,,,,
12/16/97,01/11/1921,,,,,,
12/26/97,08/01/1921,,,,,,
01/07/1998,19/08/1921,,,,,,
01/16/98,23/03/1921,,,,,,
01/28/98,01/09/1921,,,,,,
02/06/1998,02/06/1922,,,,,,
02/18/98,19/02/1923,,,,,,
02/27/98,24/05/1923,,,,,,
03/10/1998,30/08/1923,,,,,,
03/19/98,06/02/1924,,,,,,
03/30/98,16/01/1924,,,,,,
04/08/1998,04/05/1924,,,,,,
04/20/98,09/01/1925,,,,,,
04/29/98,03/07/1924,,,,,,
05/08/1998,15/10/1924,,,,,,
05/19/98,14/10/1924,,,,,,
05/29/98,12/05/1924,,,,,,
06/09/1998,09/10/1924,,,,,,
06/18/98,16/02/1924,,,,,,
06/29/98,18/08/1924,,,,,,
07/09/1998,18/11/1924,,,,,,
07/20/98,12/06/1925,,,,,,
07/29/98,27/05/1924,,,,,,
08/07/1998,16/07/1923,,,,,,
08/18/98,09/11/1923,,,,,,
08/27/98,09/05/1922,,,,,,
09/08/1998,15/12/1921,,,,,,
09/17/98,21/07/1921,,,,,,
09/28/98,13/03/1922,,,,,,
10/07/1998,11/03/1921,,,,,,
10/16/98,15/01/1923,,,,,,
10/27/98,26/11/1922,,,,,,
11/05/1998,28/05/1924,,,,,,
11/16/98,01/09/1924,,,,,,
11/25/98,01/07/1925,,,,,,
12/07/1998,30/10/1924,,,,,,
12/16/98,24/01/1924,,,,,,
12/28/98,04/04/1925,,,,,,
01/07/1999,09/02/1926,,,,,,
01/19/99,11/08/1925,,,,,,
01/28/99,29/05/1925,,,,,,
02/08/1999,08/06/1925,,,,,,
02/18/99,15/06/1925,,,,,,
03/01/1999,11/07/1925,,,,,,
03/10/1999,02/10/1926,,,,,,
03/19/99,10/02/1927,,,,,,
03/30/99,20/02/1927,,,,,,
04/09/1999,07/11/1927,,,,,,
04/20/99,08/08/1928,,,,,,
04/29/99,12/10/1929,,,,,,
05/10/1999,18/02/1930,,,,,,
05/19/99,21/10/1929,,,,,,
05/28/99,27/11/1928,,,,,,
06/09/1999,07/04/1929,,,,,,
06/18/99,19/09/1929,,,,,,
06/29/99,10/08/1929,,,,,,
07/09/1999,23/08/1930,,,,,,
07/20/99,07/02/1930,,,,,,
07/29/99,17/07/1929,,,,,,
08/09/1999,24/04/1929,,,,,,
08/18/99,02/02/1930,,,,,,
08/27/99,12/05/1930,,,,,,
09/08/1999,19/03/1930,,,,,,
09/17/99,29/07/1929,,,,,,
09/28/99,17/02/1928,,,,,,
10/07/1999,05/11/1928,,,,,,
10/18/99,11/09/1927,,,,,,
10/27/99,15/06/1928,,,,,,
11/05/1999,21/04/1929,,,,,,
11/16/99,05/12/1929,,,,,,
11/26/99,30/01/1930,,,,,,
12/07/1999,28/05/1930,,,,,,
12/16/99,13/10/1930,,,,,,
12/28/99,02/06/1931,,,,,,
01/06/2000,22/10/1930,,,,,,
01/18/00,25/08/1931,,,,,,
01/27/00,11/03/1930,,,,,,
02/07/2000,08/11/1929,,,,,,
02/16/00,29/11/1928,,,,,,
02/28/00,25/06/1927,,,,,,
03/08/2000,25/12/1926,,,,,,
03/17/00,02/01/1929,,,,,,
03/28/00,09/12/1929,,,,,,
04/06/2000,05/06/1930,,,,,,
04/17/00,20/12/1928,,,,,,
04/27/00,22/10/1929,,,,,,
05/08/2000,10/01/1929,,,,,,
05/17/00,25/06/1929,,,,,,
05/26/00,12/03/1928,,,,,,
06/07/2000,07/08/1929,,,,,,
06/16/00,09/08/1928,,,,,,
06/27/00,03/10/1928,,,,,,
07/07/2000,11/02/1929,,,,,,
07/18/00,26/05/1929,,,,,,
07/27/00,24/12/1928,,,,,,
08/07/2000,01/10/1929,,,,,,
08/16/00,19/02/1930,,,,,,
08/25/00,22/08/1930,,,,,,
09/06/2000,18/12/1930,,,,,,
09/15/00,30/11/1929,,,,,,
09/26/00,07/02/1929,,,,,,
10/05/2000,11/05/1929,,,,,,
10/16/00,11/01/1928,,,,,,
10/25/00,08/04/1928,,,,,,
11/03/2000,12/08/1929,,,,,,
11/14/00,29/03/1929,,,,,,
11/24/00,30/08/1928,,,,,,
12/05/2000,01/11/1929,,,,,,
12/14/00,22/03/1929,,,,,,
12/26/00,09/04/1929,,,,,,
01/05/2001,10/03/1929,,,,,,
01/17/01,22/12/1928,,,,,,
01/26/01,07/03/1929,,,,,,
02/06/2001,30/12/1929,,,,,,
02/15/01,25/10/1929,,,,,,
02/27/01,12/02/1929,,,,,,
03/08/2001,22/09/1929,,,,,,
03/19/01,07/04/1927,,,,,,
03/28/01,15/10/1926,,,,,,
04/06/2001,21/10/1926,,,,,,
04/18/01,22/01/1929,,,,,,
04/27/01,05/08/1929,,,,,,
05/08/2001,17/10/1929,,,,,,
05/17/01,17/10/1930,,,,,,
05/29/01,22/03/1930,,,,,,
06/07/2001,12/05/1930,,,,,,
06/18/01,21/02/1929,,,,,,
06/27/01,25/07/1928,,,,,,
07/09/2001,12/03/1928,,,,,,
07/18/01,07/12/1928,,,,,,
07/27/01,07/07/1928,,,,,,
08/07/2001,18/08/1928,,,,,,
08/16/01,13/06/1928,,,,,,
08/27/01,03/06/1928,,,,,,
09/06/2001,09/12/1926,,,,,,
09/21/01,18/07/1922,,,,,,
10/02/2001,02/07/1924,,,,,,
10/11/2001,05/10/1925,,,,,,
10/22/01,02/09/1925,,,,,,
10/31/01,04/11/1924,,,,,,
11/09/2001,21/04/1926,,,,,,
11/20/01,08/02/1927,,,,,,
11/30/01,20/12/1926,,,,,,
12/11/2001,26/01/1927,,,,,,
12/20/01,03/05/1927,,,,,,
01/02/2002,30/07/1927,,,,,,
01/11/2002,05/05/1927,,,,,,
01/23/02,21/08/1926,,,,,,
02/01/2002,14/02/1927,,,,,,
02/12/2002,01/01/1927,,,,,,
02/22/02,16/04/1927,,,,,,
03/05/2002,24/07/1928,,,,,,
03/14/02,16/10/1928,,,,,,
03/25/02,23/02/1928,,,,,,
04/04/2002,08/01/1928,,,,,,
04/15/02,19/08/1927,,,,,,
04/24/02,17/06/1927,,,,,,
05/03/2002,24/05/1927,,,,,,
05/14/02,11/03/1928,,,,,,
05/23/02,20/12/1927,,,,,,
06/04/2002,09/07/1926,,,,,,
06/13/02,05/01/1926,,,,,,
06/24/02,29/05/1925,,,,,,
07/03/2002,14/10/1924,,,,,,
07/15/02,26/08/1923,,,,,,
07/24/02,04/06/1922,,,,,,
08/02/2002,04/10/1922,,,,,,
08/13/02,22/03/1923,,,,,,
08/22/02,13/10/1924,,,,,,
09/03/2002,29/09/1922,,,,,,
09/12/2002,09/12/1922,,,,,,
09/23/02,20/07/1921,,,,,,
10/02/2002,25/03/1921,,,,,,
10/11/2002,28/06/1921,,,,,,
10/22/02,18/02/1923,,,,,,
10/31/02,27/12/1922,,,,,,
11/11/2002,18/11/1922,,,,,,
11/20/02,10/08/1923,,,,,,
12/02/2002,05/04/1924,,,,,,
12/11/2002,07/07/1923,,,,,,
12/20/02,20/04/1923,,,,,,
01/02/2003,25/07/1923,,,,,,
01/13/03,19/01/1924,,,,,,
01/23/03,29/11/1922,,,,,,
02/03/2003,14/03/1922,,,,,,
02/12/2003,28/03/1921,,,,,,
02/24/03,06/07/1921,,,,,,
03/05/2003,14/04/1921,,,,,,
03/14/03,07/07/1921,,,,,,
03/25/03,01/09/1922,,,,,,
04/03/2003,23/07/1922,,,,,,
04/14/03,11/11/1922,,,,,,
04/24/03,08/02/1923,,,,,,
05/05/2003,10/05/1923,,,,,,
05/14/03,03/09/1923,,,,,,
05/23/03,19/07/1923,,,,,,
06/04/2003,28/09/1924,,,,,,
06/13/03,16/12/1924,,,,,,
06/24/03,08/12/1924,,,,,,
07/03/2003,30/10/1924,,,,,,
07/15/03,27/12/1924,,,,,,
07/24/03,11/12/1924,,,,,,
08/04/2003,23/02/1925,,,,,,
08/13/03,19/05/1925,,,,,,
08/22/03,04/08/1925,,,,,,
09/03/2003,12/03/1926,,,,,,
09/12/2003,05/12/1925,,,,,,
09/23/03,20/03/1926,,,,,,
10/02/2003,21/12/1925,,,,,,
10/13/03,24/09/1926,,,,,,
10/22/03,11/04/1926,,,,,,
10/31/03,31/10/1926,,,,,,
11/11/2003,28/08/1926,,,,,,
11/20/03,02/05/1926,,,,,,
12/02/2003,22/12/1926,,,,,,
12/11/2003,26/05/1927,,,,,,
12/22/03,20/04/1928,,,,,,
01/02/2004,30/06/1928,,,,,,
01/13/04,18/07/1928,,,,,,
01/23/04,06/12/1928,,,,,,
02/03/2004,04/10/1928,,,,,,
02/12/2004,11/04/1929,,,,,,
02/24/04,04/12/1928,,,,,,
03/04/2004,26/12/1928,,,,,,
03/15/04,28/08/1927,,,,,,
03/24/04,05/07/1927,,,,,,
04/02/2004,30/08/1928,,,,,,
04/14/04,29/05/1928,,,,,,
04/23/04,01/09/1928,,,,,,
05/04/2004,30/03/1928,,,,,,
05/13/04,28/05/1927,,,,,,
05/24/04,06/04/1927,,,,,,
06/03/2004,29/11/1927,,,,,,
06/15/04,01/06/1928,,,,,,
06/24/04,03/08/1928,,,,,,
07/06/2004,23/12/1927,,,,,,
07/15/04,28/10/1927,,,,,,
07/26/04,09/04/1927,,,,,,
08/04/2004,21/09/1927,,,,,,
08/13/04,24/11/1926,,,,,,
08/24/04,24/08/1927,,,,,,
09/02/2004,03/03/1928,,,,,,
09/14/04,31/03/1928,,,,,,
09/23/04,25/06/1927,,,,,,
10/04/2004,20/12/1927,,,,,,
10/13/04,20/05/1927,,,,,,
10/22/04,17/09/1926,,,,,,
11/02/2004,22/06/1927,,,,,,
11/11/2004,29/08/1928,,,,,,
11/22/04,18/09/1928,,,,,,
12/02/2004,23/12/1928,,,,,,
12/13/04,14/02/1929,,,,,,
12/22/04,10/08/1929,,,,,,
01/03/2005,16/05/1929,,,,,,
01/12/2005,24/01/1929,,,,,,
01/24/05,20/05/1928,,,,,,
02/02/2005,03/01/1929,,,,,,
02/11/2005,22/07/1929,,,,,,
02/23/05,21/03/1929,,,,,,
03/04/2005,13/12/1929,,,,,,
03/15/05,01/06/1929,,,,,,
03/24/05,02/08/1928,,,,,,
04/05/2005,18/08/1928,,,,,,
04/14/05,20/02/1928,,,,,,
04/25/05,15/01/1928,,,,,,
05/04/2005,05/06/1928,,,,,,
05/13/05,05/10/1927,,,,,,
05/24/05,02/10/1928,,,,,,
06/03/2005,20/08/1928,,,,,,
06/14/05,15/11/1928,,,,,,
06/23/05,12/07/1928,,,,,,
07/05/2005,23/05/1928,,,,,,
07/14/05,04/02/1929,,,,,,
07/25/05,03/01/1929,,,,,,
08/03/2005,14/04/1929,,,,,,
08/12/2005,07/01/1929,,,,,,
08/23/05,18/10/1928,,,,,,
09/01/2005,19/08/1928,,,,,,
09/13/05,04/01/1929,,,,,,
09/22/05,13/07/1928,,,,,,
10/03/2005,03/11/1928,,,,,,
10/12/2005,20/12/1927,,,,,,
10/21/05,19/12/1927,,,,,,
11/01/2005,27/06/1928,,,,,,
11/10/2005,16/02/1929,,,,,,
11/21/05,15/08/1929,,,,,,
12/01/2005,15/11/1929,,,,,,
12/12/2005,23/06/1929,,,,,,
12/21/05,28/08/1929,,,,,,
01/03/2006,11/09/1929,,,,,,
01/12/2006,04/01/1930,,,,,,
01/24/06,29/04/1929,,,,,,
02/02/2006,15/09/1929,,,,,,
02/13/06,26/10/1929,,,,,,
02/23/06,21/04/1930,,,,,,
03/06/2006,31/12/1929,,,,,,
03/15/06,08/09/1930,,,,,,
03/24/06,17/11/1930,,,,,,
04/04/2006,02/09/1930,,,,,,
04/13/06,28/06/1930,,,,,,
04/25/06,21/11/1930,,,,,,
05/04/2006,25/04/1931,,,,,,
05/15/06,15/04/1931,,,,,,
05/24/06,08/06/1930,,,,,,
06/05/2006,31/03/1930,,,,,,
06/14/06,11/08/1929,,,,,,
06/23/06,31/01/1930,,,,,,
07/05/2006,12/07/1930,,,,,,
07/14/06,26/05/1929,,,,,,
07/25/06,25/05/1930,,,,,,
08/03/2006,11/10/1930,,,,,,
08/14/06,19/05/1930,,,,,,
08/23/06,05/12/1930,,,,,,
09/01/2006,21/05/1931,,,,,,
09/13/06,08/08/1931,,,,,,
09/22/06,04/07/1931,,,,,,
10/03/2006,08/02/1932,,,,,,
10/12/2006,15/09/1932,,,,,,
10/23/06,03/03/1933,,,,,,
11/01/2006,08/12/1932,,,,,,
11/10/2006,23/02/1933,,,,,,
11/21/06,24/09/1933,,,,,,
12/01/2006,20/05/1933,,,,,,
12/12/2006,18/09/1933,,,,,,
12/21/06,02/01/1934,,,,,,
01/04/2007,02/03/1934,,,,,,
01/16/07,12/06/1934,,,,,,
01/25/07,24/03/1934,,,,,,
02/05/2007,30/08/1934,,,,,,
02/14/07,18/11/1934,,,,,,
02/26/07,01/08/1934,,,,,,
03/07/2007,18/05/1933,,,,,,
03/16/07,25/02/1933,,,,,,
03/27/07,09/12/1933,,,,,,
04/05/2007,21/05/1934,,,,,,
04/17/07,20/12/1934,,,,,,
04/26/07,17/11/1935,,,,,,
05/07/2007,11/06/1936,,,,,,
05/16/07,03/12/1936,,,,,,
05/25/07,23/12/1936,,,,,,
06/06/2007,11/11/1936,,,,,,
06/15/07,04/05/1937,,,,,,
06/26/07,06/07/1936,,,,,,
07/06/2007,06/04/1937,,,,,,
07/17/07,01/04/1938,,,,,,
07/26/07,19/11/1936,,,,,,
08/06/2007,14/11/1936,,,,,,
08/15/07,18/03/1935,,,,,,
08/24/07,16/08/1936,,,,,,
09/05/2007,04/06/1936,,,,,,
09/14/07,19/10/1936,,,,,,
09/25/07,20/09/1937,,,,,,
10/04/2007,04/04/1938,,,,,,
10/15/07,14/04/1938,,,,,,
10/24/07,09/06/1937,,,,,,
11/02/2007,21/03/1937,,,,,,
11/13/07,06/06/1936,,,,,,
11/23/07,15/07/1935,,,,,,
12/04/2007,08/04/1936,,,,,,
12/13/07,02/01/1937,,,,,,
12/24/07,03/02/1937,,,,,,
01/04/2008,16/01/1935,,,,,,
01/15/08,23/03/1934,,,,,,
01/25/08,02/06/1933,,,,,,
02/05/2008,30/07/1933,,,,,,
02/14/08,18/11/1933,,,,,,
02/26/08,22/09/1934,,,,,,
03/06/2008,17/12/1932,,,,,,
03/17/08,10/10/1932,,,,,,
03/27/08,05/09/1933,,,,,,
04/07/2008,12/07/1934,,,,,,
04/16/08,19/07/1934,,,,,,
04/25/08,17/04/1935,,,,,,
05/06/2008,24/08/1935,,,,,,
05/15/08,27/07/1935,,,,,,
05/27/08,09/05/1934,,,,,,
06/05/2008,04/07/1934,,,,,,
06/16/08,03/08/1933,,,,,,
06/25/08,02/05/1932,,,,,,
07/07/2008,30/09/1930,,,,,,
07/16/08,08/10/1930,,,,,,
07/25/08,16/02/1931,,,,,,
08/05/2008,19/10/1931,,,,,,
08/14/08,19/10/1931,,,,,,
08/25/08,04/03/1931,,,,,,
09/04/2008,18/08/1930,,,,,,
09/15/08,20/11/1929,,,,,,
09/24/08,20/08/1929,,,,,,
10/03/2008,07/04/1928,,,,,,
10/14/08,27/06/1925,,,,,,
10/23/08,17/10/1923,,,,,,
11/03/2008,06/07/1925,,,,,,
11/12/2008,03/09/1922,,,,,,
11/21/08,10/01/1922,,,,,,
12/03/2008,09/07/1923,,,,,,
12/12/2008,16/08/1923,,,,,,
12/23/08,18/01/1923,,,,,,
01/05/2009,04/07/1924,,,,,,
01/14/09,13/06/1922,,,,,,
01/26/09,21/03/1922,,,,,,
02/04/2009,12/10/1921,,,,,,
02/13/09,28/06/1921,,,,,,
02/25/09,26/11/1919,,,,,,
03/06/2009,20/02/1918,,,,,,
03/17/09,30/03/1920,,,,,,
03/26/09,10/09/1921,,,,,,
04/06/2009,31/10/1921,,,,,,
04/16/09,30/03/1922,,,,,,
04/27/09,20/12/1921,,,,,,
05/06/2009,21/04/1923,,,,,,
05/15/09,20/08/1922,,,,,,
05/27/09,21/09/1922,,,,,,
06/05/2009,28/12/1923,,,,,,
06/16/09,13/04/1923,,,,,,
06/25/09,12/03/1923,,,,,,
07/07/2009,07/05/1922,,,,,,
07/16/09,06/11/1923,,,,,,
07/27/09,07/12/1924,,,,,,
08/05/2009,28/05/1925,,,,,,
08/14/09,08/07/1925,,,,,,
08/25/09,11/02/1926,,,,,,
09/03/2009,31/07/1925,,,,,,
09/15/09,05/07/1926,,,,,,
09/24/09,29/07/1926,,,,,,
10/05/2009,12/04/1926,,,,,,
10/14/09,02/06/1927,,,,,,
10/23/09,20/04/1927,,,,,,
11/03/2009,01/10/1926,,,,,,
11/12/2009,01/12/1927,,,,,,
11/23/09,10/08/1928,,,,,,
12/03/2009,18/05/1928,,,,,,
12/14/09,30/09/1928,,,,,,
12/23/09,26/08/1928,,,,,,
01/05/2010,10/12/1928,,,,,,
01/14/10,27/04/1929,,,,,,
01/26/10,28/11/1927,,,,,,
02/04/2010,20/05/1927,,,,,,
02/16/10,10/02/1928,,,,,,
02/25/10,03/04/1928,,,,,,
03/08/2010,20/11/1928,,,,,,
03/17/10,20/05/1929,,,,,,
03/26/10,14/09/1929,,,,,,
04/07/2010,31/10/1929,,,,,,
04/16/10,01/03/1930,,,,,,
04/27/10,02/02/1930,,,,,,
05/06/2010,19/10/1928,,,,,,
05/17/10,01/02/1929,,,,,,
05/26/10,22/04/1927,,,,,,
06/07/2010,15/11/1926,,,,,,
06/16/10,30/06/1928,,,,,,
06/25/10,08/10/1927,,,,,,
07/07/2010,05/06/1927,,,,,,
07/16/10,23/08/1927,,,,,,
07/27/10,05/11/1928,,,,,,
08/05/2010,22/03/1929,,,,,,
08/16/10,15/03/1928,,,,,,
08/25/10,17/07/1927,,,,,,
09/03/2010,07/08/1928,,,,,,
09/15/10,10/12/1928,,,,,,
09/24/10,24/09/1929,,,,,,
10/05/2010,17/12/1929,,,,,,
10/14/10,16/05/1930,,,,,,
10/25/10,25/07/1930,,,,,,
11/03/2010,14/09/1930,,,,,,
11/12/2010,22/08/1930,,,,,,
11/23/10,19/03/1930,,,,,,
12/03/2010,28/02/1931,,,,,,
12/14/10,02/06/1931,,,,,,
12/23/10,07/09/1931,,,,,,
01/04/2011,03/01/1932,,,,,,
