Date, Close
11/10/1980,933.78
12/10/1980,916.21
01/11/1980,858.53
02/11/1980,889.59
03/11/1980,826.45
04/11/1980,791.55
06/11/1980,872.7
07/11/1980,891.13
08/11/1980,964.08
09/11/1980,941.3
11/11/1980,944.02
12/11/1980,908.44
02/12/1980,898.98
03/12/1980,819.55
05/12/1980,805.2
06/12/1980,872.61
08/12/1980,952.39
09/12/1980,936.52
11/12/1980,964.92
12/12/1980,915
04/01/1981,1014.13
05/01/1981,995.58
06/01/1981,997.95
07/01/1981,967.65
09/01/1981,882.7
10/01/1981,852.26
12/01/1981,890.21
01/02/1981,972.78
02/02/1981,932.25
03/02/1981,977.98
04/02/1981,1009
06/02/1981,987.48
07/02/1981,959.18
09/02/1981,884.22
10/02/1981,860.73
11/02/1981,866.81
12/02/1981,882.6
02/03/1981,941.37
03/03/1981,966.01
04/03/1981,1007.11
06/03/1981,989.7
08/03/1981,946.25
09/03/1981,867
11/03/1981,868.71
12/03/1981,883.84
02/04/1981,941.97
03/04/1981,971.43
05/04/1981,979.1
06/04/1981,986.73
08/04/1981,945.96
09/04/1981,861.67
11/04/1981,866.81
12/04/1981,892.69
01/05/1981,992.66
02/05/1981,946.75
03/05/1981,964.62
05/05/1981,972.44
06/05/1981,993.78
08/05/1981,953.57
10/05/1981,859.87
11/05/1981,859.11
01/06/1981,1004.69
02/06/1981,952.3
03/06/1981,964.62
04/06/1981,994.23
05/06/1981,973.33
07/06/1981,949.29
08/06/1981,952.91
10/06/1981,856.25
11/06/1981,852.45
01/07/1981,980.88
04/07/1981,992.88
05/07/1981,978.38
07/07/1981,954.14
08/07/1981,942.53
10/07/1981,868.71
12/07/1981,886.98
01/08/1981,965.69
04/08/1981,993.42
05/08/1981,976.4
06/08/1981,995.64
07/08/1981,953.48
09/08/1981,851.12
10/08/1981,878.13
12/08/1981,881.75
01/09/1981,968.68
02/09/1981,947.18
03/09/1981,976.41
04/09/1981,998.82
06/09/1981,994.43
07/09/1981,958.99
09/09/1981,853.87
10/09/1981,873
11/09/1981,855.21
12/09/1981,888.22
02/10/1981,948.63
03/10/1981,972.65
04/10/1981,1000.26
06/10/1981,993.87
07/10/1981,955.66
08/10/1981,943.67
09/10/1981,862.44
11/10/1981,853.97
12/10/1981,892.02
02/11/1981,942.48
03/11/1981,967.66
05/11/1981,963.43
06/11/1981,1007.41
08/11/1981,949.29
09/11/1981,872.8
11/11/1981,857.11
12/11/1981,886.5
01/12/1981,968.76
02/12/1981,936.6
03/12/1981,989.82
05/12/1981,970.82
06/12/1981,1006.27
08/12/1981,945.2
10/12/1981,869.48
11/12/1981,860.53
02/01/1982,851.69
03/01/1982,828.38
04/01/1982,833.23
06/01/1982,814.97
07/01/1982,803.26
09/01/1982,895.05
10/01/1982,907.74
11/01/1982,1005.69
12/01/1982,1031.09
02/02/1982,852.54
03/02/1982,825.81
04/02/1982,838.56
06/02/1982,816.87
07/02/1982,796.99
08/02/1982,822.1
09/02/1982,909.39
11/02/1982,1022.07
12/02/1982,1033.11
02/03/1982,845.03
03/03/1982,815.16
05/03/1982,849.02
06/03/1982,816.49
08/03/1982,816.39
09/03/1982,925.12
11/03/1982,1065.48
12/03/1982,1031.36
01/04/1982,882.51
02/04/1982,847.03
03/04/1982,807.55
05/04/1982,854.44
06/04/1982,804.98
08/04/1982,803.46
10/04/1982,903.6
11/04/1982,1050.21
01/05/1982,865.29
02/05/1982,851.02
03/05/1982,807.35
04/05/1982,835.32
05/05/1982,854.44
08/05/1982,795.85
10/05/1982,907.19
11/05/1982,1051.78
01/06/1982,861.01
04/06/1982,839.32
05/06/1982,863.2
07/06/1982,798.89
08/06/1982,784.33
10/06/1982,944.25
12/06/1982,1055.65
01/07/1982,861.77
04/07/1982,836.85
05/07/1982,869.19
06/07/1982,804.03
07/07/1982,799.65
09/07/1982,914.27
10/07/1982,965.96
12/07/1982,1056.94
01/08/1982,866.53
02/08/1982,833.42
03/08/1982,795.46
04/08/1982,842.93
06/08/1982,802.22
07/08/1982,804.85
09/08/1982,915.74
10/08/1982,986.84
11/08/1982,1037.43
12/08/1982,1047.09
02/09/1982,830.57
03/09/1982,803.83
06/09/1982,795.56
07/09/1982,814.11
08/09/1982,780.34
09/09/1982,912.52
11/09/1982,1060.25
12/09/1982,1027.96
02/10/1982,836.66
03/10/1982,804.88
05/10/1982,860.91
06/10/1982,798.7
08/10/1982,779.29
09/10/1982,906.82
11/10/1982,1044.52
12/10/1982,1018.76
01/11/1982,850.45
02/11/1982,834.66
03/11/1982,805.55
05/11/1982,865.86
06/11/1982,809.73
08/11/1982,777.2
10/11/1982,1012.78
11/11/1982,1054.73
01/12/1982,847.69
02/12/1982,833.8
03/12/1982,797.37
04/12/1982,841.32
05/12/1982,865.76
07/12/1982,824.86
08/12/1982,776.91
10/12/1982,1003.67
11/12/1982,1039.92
02/01/1983,1059.79
03/01/1983,1130.71
06/01/1983,1202.21
07/01/1983,1225.26
08/01/1983,1194.2
09/01/1983,1206.8
11/01/1983,1229.26
12/01/1983,1275.1
02/02/1983,1062.64
03/02/1983,1135.06
05/02/1983,1204.33
06/02/1983,1211.44
08/02/1983,1188
09/02/1983,1215.44
11/02/1983,1237.29
12/02/1983,1265.24
01/03/1983,1027.04
02/03/1983,1064.66
03/03/1983,1138.06
05/03/1983,1208.01
06/03/1983,1213.04
08/03/1983,1197.81
10/03/1983,1231.29
11/03/1983,1227.13
01/04/1983,1046.08
02/04/1983,1077.91
03/04/1983,1140.96
04/04/1983,1127.61
05/04/1983,1212.65
08/04/1983,1183.08
10/04/1983,1236.68
11/04/1983,1218.28
01/05/1983,1044.89
04/05/1983,1120.16
05/05/1983,1219.72
07/05/1983,1208.53
08/05/1983,1183.29
10/05/1983,1250.2
12/05/1983,1270.52
01/06/1983,1070.92
04/06/1983,1113.49
05/06/1983,1232.59
06/06/1983,1214.24
07/06/1983,1220.65
09/06/1983,1238.71
10/06/1983,1268.79
12/06/1983,1269.3
01/07/1983,1076.07
02/07/1983,1087.1
03/07/1983,1141.74
04/07/1983,1117.65
06/07/1983,1194.91
07/07/1983,1210.43
09/07/1983,1244.1
10/07/1983,1272.15
11/07/1983,1214.83
12/07/1983,1273.77
02/08/1983,1075.33
03/08/1983,1119.78
04/08/1983,1124.71
06/08/1983,1185.5
07/08/1983,1207.23
08/08/1983,1163.05
09/08/1983,1246.14
11/08/1983,1214.93
12/08/1983,1261.88
02/09/1983,1067.42
03/09/1983,1132.64
05/09/1983,1228.23
06/09/1983,1189
08/09/1983,1168.26
09/09/1983,1239.73
11/09/1983,1232.51
12/09/1983,1260.05
01/10/1983,1092.35
02/10/1983,1087.75
03/10/1983,1120.94
05/10/1983,1229.68
06/10/1983,1196.11
